"","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
"12857",23,90000,"MORTGAGE",1,"EDUCATION","A",4000,5.42,"0",0.04,"N",3
"12858",24,61400,"RENT",1,"VENTURE","C",12250,12.23,"0",0.2,"N",4
"12859",26,90000,"MORTGAGE",10,"HOMEIMPROVEMENT","B",5175,11.99,"0",0.06,"N",2
"12860",24,30000,"RENT",1,"EDUCATION","B",12300,10.74,"1",0.41,"N",2
"12861",23,32004,"RENT",3,"EDUCATION","C",12300,21.9804847335413,"1",0.38,"Y",3
"12862",23,90000,"MORTGAGE",7,"VENTURE","A",21000,7.49,"0",0.23,"N",4
"12863",23,39000,"RENT",7,"MEDICAL","A",12300,19.4511124924669,"1",0.32,"N",2
"12864",25,90000,"MORTGAGE",2,"VENTURE","D",10000,15.28,"0",0.11,"Y",2
"12865",23,55000,"RENT",0,"VENTURE","C",12300,16.0712588670339,"0",0.22,"N",4
"12866",24,90000,"MORTGAGE",8,"EDUCATION","C",24127.5969111794,12.68,"0",0.39,"Y",2
"12867",25,90000,"MORTGAGE",4,"VENTURE","B",10000,10,"0",0.11,"N",2
"12868",24,90000,"MORTGAGE",0,"DEBTCONSOLIDATION","C",3795.27194989939,13.06,"0",0.27,"Y",2
"12869",26,42000,"RENT",6,"PERSONAL","A",12375,7.51,"0",0.29,"N",3
"12870",21,90000,"MORTGAGE",5,"PERSONAL","B",21000,22.0156914235509,"0",0.23,"N",4
"12871",25,42000,"RENT",8,"DEBTCONSOLIDATION","A",12375,7.29,"0",0.29,"N",4
"12872",25,80000,"RENT",2,"PERSONAL","C",12375,10.91,"0",0.15,"N",4
"12873",22,34650,"RENT",3,"EDUCATION","A",12400,25.1167665113271,"1",0.36,"N",4
"12874",24,90000,"MORTGAGE",3,"MEDICAL","A",3000,23.0953059926591,"0",0.03,"N",4
"12875",23,90000,"MORTGAGE",4,"MEDICAL","B",4800,10.36,"0",0.05,"N",4
"12876",22,56324,"RENT",2,"EDUCATION","B",12400,10.74,"0",0.22,"N",4
"12877",22,90000,"MORTGAGE",6,"DEBTCONSOLIDATION","B",9500,22.6214487966448,"0",0.11,"N",3
"12878",25,36996,"RENT",2,"EDUCATION","E",12450,16.32,"1",0.34,"N",2
"12879",23,31000,"RENT",5,"DEBTCONSOLIDATION","B",12500,10.65,"1",0.4,"N",4
"12880",25,90000,"MORTGAGE",9,"EDUCATION","A",20000,6.54,"0",0.22,"N",3
"12881",26,90000,"MORTGAGE",10,"EDUCATION","A",1000,6.17,"0",0.01,"N",4
"12882",24,90000,"OWN",8,"MEDICAL","C",12000,13.35,"0",0.13,"N",3
"12883",23,66300,"MORTGAGE",2,"MEDICAL","D",15000,14.83,"1",0.19,"N",4
"12884",24,90000,"MORTGAGE",8,"VENTURE","A",6000,5.79,"0",0.07,"N",4
"12885",25,36000,"RENT",0,"VENTURE","C",12500,11.72,"1",0.35,"N",4
"12886",24,32000,"RENT",0,"MEDICAL","C",12500,12.87,"1",0.39,"Y",3
"12887",23,90000,"MORTGAGE",2,"EDUCATION","A",5000,5.42,"0",0.06,"N",4
"12888",26,40000,"RENT",4,"EDUCATION","A",12500,6.92,"1",0.31,"N",2
"12889",22,30000,"RENT",0,"DEBTCONSOLIDATION","A",2800,6.54,"0",0.09,"N",3
"12890",22,90000,"MORTGAGE",6,"MEDICAL","B",6000,9.25,"0",0.07,"N",2
"12891",23,90000,"OWN",7,"MEDICAL","A",8500,5.79,"0",0.09,"N",4
"12892",23,90000,"MORTGAGE",7,"EDUCATION","B",8000,10.36,"0",0.09,"N",3
"12893",25,90000,"MORTGAGE",5,"VENTURE","C",10000,12.61,"0",0.11,"Y",3
"12894",22,33250,"RENT",0,"EDUCATION","D",2800,15.62,"1",0.08,"Y",3
"12895",22,90000,"MORTGAGE",6,"VENTURE","B",3500,9.25,"0",0.04,"N",2
"12896",24,33396,"RENT",3,"PERSONAL","D",2800,16,"1",0.08,"N",3
"12897",22,35000,"RENT",5,"VENTURE","B",2800,10.37,"0",0.08,"N",4
"12898",21,37423,"RENT",5,"VENTURE","A",2800,7.88,"0",0.07,"N",4
"12899",26,39000,"RENT",5,"MEDICAL","B",2800,10,"0",0.07,"N",2
"12900",22,40000,"RENT",1,"DEBTCONSOLIDATION","A",2800,7.49,"0",0.07,"N",4
"12901",22,40000,"RENT",0,"EDUCATION","A",2800,7.49,"0",0.07,"N",2
"12902",24,40000,"RENT",8,"MEDICAL","B",2800,10.25,"0",0.07,"N",2
"12903",25,90000,"MORTGAGE",9,"MEDICAL","C",15000,13.61,"0",0.17,"N",3
"12904",24,40800,"RENT",0,"VENTURE","A",2800,6.99,"0",0.07,"N",4
"12905",24,90000,"MORTGAGE",8,"DEBTCONSOLIDATION","C",19750,13.61,"0",0.22,"Y",2
"12906",25,90000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",7500,6.76,"0",0.08,"N",4
"12907",25,90000,"MORTGAGE",9,"MEDICAL","A",6000,18.4763633346224,"0",0.07,"N",4
"12908",26,36120,"RENT",3,"MEDICAL","C",2800,13.35,"1",0.08,"N",4
"12909",25,37200,"RENT",2,"HOMEIMPROVEMENT","D",2800,16.29,"1",0.08,"N",3
"12910",25,90000,"MORTGAGE",6,"PERSONAL","D",8500,15.21,"0",0.09,"Y",3
"12911",24,90000,"MORTGAGE",4,"VENTURE","B",1700,10.75,"0",0.02,"N",3
"12912",25,44000,"RENT",1,"EDUCATION","A",2800,6.92,"0",0.06,"N",3
"12913",22,90000,"MORTGAGE",2,"VENTURE","B",5000,10.75,"0",0.06,"N",4
"12914",22,45000,"RENT",1,"PERSONAL","C",2800,13.49,"0",0.06,"Y",2
"12915",22,90000,"OWN",6,"VENTURE","A",7000,7.14,"0",0.08,"N",4
"12916",22,46800,"RENT",5,"DEBTCONSOLIDATION","B",2800,10.37,"0",0.06,"N",3
"12917",22,90000,"MORTGAGE",3,"EDUCATION","C",23907.1049197751,12.73,"0",0.28,"N",4
"12918",26,35000,"OWN",1,"PERSONAL","A",7500,7.9,"0",0.21,"N",3
"12919",22,90000,"MORTGAGE",6,"EDUCATION","B",6400,9.88,"0",0.07,"N",3
"12920",26,90000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",6500,7.14,"0",0.07,"N",3
"12921",24,50000,"RENT",0,"DEBTCONSOLIDATION","A",2800,5.79,"0",0.06,"N",2
"12922",25,90000,"MORTGAGE",7,"PERSONAL","A",6000,7.14,"0",0.07,"N",3
"12923",24,90000,"MORTGAGE",8,"HOMEIMPROVEMENT","E",19584.4826482283,17.56,"0",0.27,"N",3
"12924",24,44000,"RENT",5,"PERSONAL","C",2800,14.17,"1",0.06,"N",2
"12925",26,50000,"RENT",1,"MEDICAL","C",2800,13.61,"0",0.06,"Y",3
"12926",23,50000,"RENT",4,"MEDICAL","B",2800,11.86,"0",0.06,"N",2
"12927",22,90000,"MORTGAGE",6,"EDUCATION","A",10000,7.88,"0",0.11,"N",3
"12928",26,52582,"RENT",3,"VENTURE","C",2800,13.47,"0",0.05,"N",4
"12929",21,48000,"RENT",5,"PERSONAL","A",2800,8.9,"1",0.06,"N",2
"12930",22,56000,"RENT",4,"VENTURE","D",2800,15.31,"0",0.05,"Y",2
"12931",25,90000,"MORTGAGE",2,"PERSONAL","C",20000,18.0361569664465,"0",0.22,"Y",3
"12932",23,74000,"RENT",7,"VENTURE","D",2800,15.21,"1",0.04,"Y",2
"12933",23,78000,"MORTGAGE",7,"DEBTCONSOLIDATION","D",15000,15.31,"1",0.19,"N",4
"12934",24,86400,"RENT",5,"DEBTCONSOLIDATION","C",2800,14.65,"0",0.03,"Y",4
"12935",21,35000,"OWN",2,"VENTURE","C",7200,15.23,"0",0.21,"N",4
"12936",25,90000,"MORTGAGE",9,"DEBTCONSOLIDATION","B",15000,12.18,"0",0.17,"N",2
"12937",23,123000,"RENT",4,"DEBTCONSOLIDATION","C",2800,13.49,"0",0.02,"Y",3
"12938",25,90000,"MORTGAGE",6,"PERSONAL","A",6000,7.74,"0",0.07,"N",4
"12939",24,78000,"MORTGAGE",0,"DEBTCONSOLIDATION","D",19500,15.31,"1",0.25,"N",4
"12940",22,35000,"OWN",6,"EDUCATION","A",18500,7.49,"0",0.53,"N",3
"12941",23,18460,"RENT",0,"PERSONAL","A",2775,7.68,"0",0.15,"N",2
"12942",23,16800,"RENT",2,"MEDICAL","D",2750,16.77,"1",0.16,"Y",2
"12943",25,78000,"MORTGAGE",4,"DEBTCONSOLIDATION","B",3000,11.48,"1",0.04,"N",3
"12944",25,78000,"MORTGAGE",9,"DEBTCONSOLIDATION","D",8000,16,"1",0.1,"N",2
"12945",26,90000,"MORTGAGE",3,"PERSONAL","C",3200,13.22,"0",0.04,"N",4
"12946",22,90000,"MORTGAGE",1,"EDUCATION","C",2500,13.22,"0",0.03,"N",2
"12947",26,90000,"MORTGAGE",1,"PERSONAL","B",20000,23.4274534277934,"0",0.22,"N",3
"12948",23,60000,"RENT",7,"EDUCATION","C",2750,15.23,"0",0.05,"Y",4
"12949",23,90000,"MORTGAGE",1,"EDUCATION","B",12000,12.18,"0",0.13,"N",4
"12950",25,90000,"OWN",9,"HOMEIMPROVEMENT","A",10000,8,"0",0.11,"N",4
"12951",24,31200,"RENT",4,"PERSONAL","B",2725,10.74,"0",0.09,"N",2
"12952",22,90000,"MORTGAGE",6,"EDUCATION","B",20000,11.26,"0",0.22,"N",2
"12953",21,90000,"OTHER",5,"MEDICAL","B",16000,11.26,"0",0.18,"N",4
"12954",23,90000,"MORTGAGE",5,"PERSONAL","B",6000,11.89,"0",0.07,"N",4
"12955",23,78000,"MORTGAGE",4,"PERSONAL","B",15250,23.378577292964,"1",0.2,"N",2
"12956",21,15600,"RENT",5,"VENTURE","F",2700,20.62,"1",0.17,"N",3
"12957",24,90000,"MORTGAGE",8,"EDUCATION","C",3000,13.79,"0",0.03,"Y",4
"12958",23,90000,"MORTGAGE",1,"DEBTCONSOLIDATION","C",1500,12.84,"0",0.02,"N",2
"12959",23,90000,"MORTGAGE",1,"EDUCATION","E",15000,16.32,"0",0.17,"N",2
"12960",26,78000,"MORTGAGE",10,"EDUCATION","A",10000,9.63,"1",0.13,"N",4
"12961",25,90000,"MORTGAGE",7,"VENTURE","A",11000,9.32,"0",0.12,"N",3
"12962",23,24000,"RENT",7,"DEBTCONSOLIDATION","B",2700,10.75,"1",0.11,"N",2
"12963",25,78000,"MORTGAGE",7,"VENTURE","C",9000,11.78,"1",0.12,"Y",2
"12964",24,90000,"MORTGAGE",4,"HOMEIMPROVEMENT","A",5000,8,"0",0.06,"N",4
"12965",24,90000,"MORTGAGE",1,"PERSONAL","C",12000,23.7789005988608,"0",0.13,"Y",4
"12966",24,90000,"MORTGAGE",2,"EDUCATION","B",7500,23.4754668811246,"0",0.08,"N",3
"12967",23,26000,"RENT",3,"DEBTCONSOLIDATION","A",2700,7.29,"0",0.1,"N",3
"12968",24,90000,"MORTGAGE",8,"PERSONAL","C",5000,11.34,"0",0.06,"Y",4
"12969",25,90000,"MORTGAGE",3,"VENTURE","B",13700.996298946,10.39,"0",0.28,"N",3
"12970",26,30000,"RENT",2,"EDUCATION","B",2700,10.75,"0",0.09,"N",2
"12971",22,31200,"RENT",0,"DEBTCONSOLIDATION","A",2700,6.91,"0",0.09,"N",4
"12972",24,32000,"RENT",1,"VENTURE","A",2700,21.5005418814248,"0",0.08,"N",3
"12973",26,90000,"MORTGAGE",2,"EDUCATION","C",22476.1861246871,11.09,"0",0.28,"N",4
"12974",25,35000,"RENT",2,"EDUCATION","A",2700,7.88,"0",0.08,"N",2
"12975",26,90000,"OWN",2,"VENTURE","A",9500,8.07,"0",0.11,"N",2
"12976",25,90084,"MORTGAGE",6,"PERSONAL","A",15000,7.88,"0",0.17,"N",4
"12977",23,90096,"MORTGAGE",0,"EDUCATION","C",10150,11.97,"0",0.11,"N",3
"12978",23,78216,"MORTGAGE",7,"PERSONAL","C",1200,18.6750016168739,"1",0.02,"N",3
"12979",22,78369,"MORTGAGE",6,"DEBTCONSOLIDATION","E",11000,17.99,"1",0.14,"N",3
"12980",24,90474,"MORTGAGE",8,"EDUCATION","B",15000,10.38,"0",0.17,"N",3
"12981",25,51000,"RENT",1,"DEBTCONSOLIDATION","B",2700,9.7,"0",0.05,"N",2
"12982",24,90730,"MORTGAGE",6,"HOMEIMPROVEMENT","B",8000,19.2685362034036,"0",0.09,"N",2
"12983",25,46200,"RENT",1,"DEBTCONSOLIDATION","F",2700,15.96,"1",0.06,"N",2
"12984",22,90888,"MORTGAGE",5,"EDUCATION","C",13200,14.79,"0",0.15,"N",4
"12985",24,98450,"RENT",8,"EDUCATION","C",2700,13.49,"0",0.03,"N",4
"12986",24,90996,"MORTGAGE",0,"EDUCATION","B",8400,10.99,"0",0.09,"N",2
"12987",21,90996,"MORTGAGE",5,"PERSONAL","B",6000,9.99,"0",0.07,"N",2
"12988",24,90996,"MORTGAGE",8,"HOMEIMPROVEMENT","E",20000,16.32,"0",0.22,"Y",4
"12989",26,18144,"RENT",2,"PERSONAL","B",2675,9.91,"0",0.15,"N",4
"12990",24,90996,"MORTGAGE",2,"EDUCATION","A",16000,7.88,"0",0.18,"N",3
"12991",23,40000,"RENT",7,"PERSONAL","A",2675,8.07,"0",0.07,"N",4
"12992",23,91000,"MORTGAGE",0,"EDUCATION","B",1000,11.71,"0",0.01,"N",3
"12993",24,91000,"MORTGAGE",9,"EDUCATION","A",15000,6.03,"0",0.16,"N",4
"12994",24,91000,"MORTGAGE",8,"DEBTCONSOLIDATION","B",2400,9.91,"0",0.03,"N",4
"12995",24,91000,"MORTGAGE",8,"HOMEIMPROVEMENT","B",10000,10.99,"0",0.11,"N",4
"12996",23,91000,"MORTGAGE",7,"PERSONAL","D",1500,14.54,"0",0.02,"Y",4
"12997",21,22240,"RENT",5,"MEDICAL","B",2650,9.88,"0",0.12,"N",3
"12998",23,79000,"MORTGAGE",7,"DEBTCONSOLIDATION","D",16000,14.09,"1",0.2,"N",3
"12999",23,91000,"MORTGAGE",5,"VENTURE","D",10000,16.32,"0",0.11,"Y",3
"13000",23,46728,"RENT",2,"PERSONAL","B",2650,10.59,"0",0.06,"N",2
"13001",22,91000,"OWN",5,"EDUCATION","A",15000,7.88,"0",0.16,"N",2
"13002",23,91000,"MORTGAGE",7,"PERSONAL","C",10000,13.61,"0",0.11,"N",4
"13003",24,79000,"MORTGAGE",4,"HOMEIMPROVEMENT","D",5000,15.33,"1",0.06,"N",2
"13004",23,91000,"MORTGAGE",4,"VENTURE","E",8000,17.19,"0",0.09,"N",4
"13005",21,91000,"MORTGAGE",5,"VENTURE","B",20000,10.62,"0",0.22,"N",2
"13006",24,91000,"MORTGAGE",5,"MEDICAL","A",15000,7.88,"0",0.16,"N",4
"13007",24,16000,"RENT",2,"HOMEIMPROVEMENT","C",2600,18.4305091164489,"1",0.16,"Y",2
"13008",22,20160,"RENT",1,"EDUCATION","A",2600,6.92,"0",0.13,"N",4
"13009",21,35000,"OWN",2,"MEDICAL","A",11000,7.88,"0",0.31,"N",2
"13010",23,91000,"MORTGAGE",3,"PERSONAL","B",12000,21.2904931044807,"0",0.13,"N",3
"13011",24,21600,"RENT",0,"EDUCATION","E",2600,19.29,"1",0.12,"Y",4
"13012",24,91000,"MORTGAGE",0,"HOMEIMPROVEMENT","A",1000,7.68,"0",0.01,"N",3
"13013",26,67150,"MORTGAGE",9,"MEDICAL","D",15000,14.11,"1",0.19,"Y",4
"13014",21,27000,"RENT",3,"PERSONAL","C",2600,13.22,"0",0.1,"Y",2
"13015",24,91000,"MORTGAGE",8,"VENTURE","A",7000,8,"0",0.08,"N",3
"13016",24,91000,"MORTGAGE",0,"DEBTCONSOLIDATION","B",7500,10.39,"0",0.08,"N",2
"13017",23,91000,"MORTGAGE",7,"DEBTCONSOLIDATION","C",7500,11.97,"0",0.08,"Y",2
"13018",23,91092,"MORTGAGE",2,"PERSONAL","C",10000,13.43,"0",0.11,"N",2
"13019",25,79200,"MORTGAGE",1,"PERSONAL","C",11200,14.79,"1",0.14,"Y",3
"13020",21,35000,"OWN",2,"VENTURE","D",7000,14.59,"0",0.2,"N",3
"13021",25,35000,"OWN",9,"PERSONAL","C",4000,13.11,"0",0.11,"N",2
"13022",23,91200,"MORTGAGE",7,"DEBTCONSOLIDATION","B",3000,8.88,"0",0.03,"N",2
"13023",22,91200,"OWN",6,"PERSONAL","B",5000,11.48,"0",0.05,"N",2
"13024",25,91200,"MORTGAGE",9,"PERSONAL","A",6000,7.68,"0",0.07,"N",4
"13025",24,79200,"MORTGAGE",8,"VENTURE","C",6500,11.78,"1",0.08,"Y",3
"13026",24,91228,"MORTGAGE",2,"MEDICAL","A",12000,7.49,"0",0.13,"N",3
"13027",22,91234,"MORTGAGE",6,"PERSONAL","B",12000,11.83,"0",0.13,"N",2
"13028",23,35000,"OWN",7,"MEDICAL","B",10000,10.25,"0",0.29,"N",2
"13029",22,35000,"OWN",2,"VENTURE","C",13200,13.48,"0",0.38,"N",3
"13030",22,48000,"RENT",2,"EDUCATION","B",2600,11.12,"0",0.05,"N",3
"13031",21,91500,"MORTGAGE",4,"PERSONAL","C",8000,13.61,"0",0.09,"N",2
"13032",23,74029,"RENT",7,"DEBTCONSOLIDATION","C",2600,15.27,"0",0.04,"Y",3
"13033",25,1e+05,"RENT",3,"DEBTCONSOLIDATION","A",2600,7.9,"0",0.03,"N",3
"13034",26,35000,"OWN",1,"VENTURE","A",4175,7.74,"0",0.12,"N",4
"13035",26,67983,"MORTGAGE",7,"MEDICAL","D",15000,16.49,"1",0.19,"Y",3
"13036",23,92000,"MORTGAGE",2,"DEBTCONSOLIDATION","B",15000,9.91,"0",0.16,"N",2
"13037",23,92000,"MORTGAGE",7,"PERSONAL","A",12000,6.62,"0",0.13,"N",3
"13038",21,12960,"RENT",2,"VENTURE","B",2525,24.207500705859,"1",0.19,"N",2
"13039",24,57500,"RENT",4,"DEBTCONSOLIDATION","C",2525,24.5461522297145,"0",0.04,"Y",4
"13040",23,10000,"RENT",0,"HOMEIMPROVEMENT","D",2500,14.59,"1",0.25,"Y",3
"13041",23,92000,"MORTGAGE",5,"EDUCATION","B",2400,12.69,"0",0.03,"N",2
"13042",22,92000,"MORTGAGE",4,"VENTURE","A",1400,18.4523396417333,"0",0.02,"N",3
"13043",23,92000,"MORTGAGE",7,"EDUCATION","A",4800,7.49,"0",0.05,"N",2
"13044",22,35000,"OWN",6,"MEDICAL","B",5000,11.14,"0",0.14,"N",2
"13045",24,92000,"MORTGAGE",8,"VENTURE","B",11000,10.99,"0",0.12,"N",3
"13046",26,92000,"OWN",3,"HOMEIMPROVEMENT","B",22500,10.99,"0",0.24,"N",2
"13047",23,41000,"RENT",1,"DEBTCONSOLIDATION","C",12500,13.57,"0",0.3,"N",4
"13048",21,42000,"RENT",4,"EDUCATION","A",12500,8.94,"0",0.3,"N",2
"13049",26,68000,"MORTGAGE",11,"MEDICAL","D",23114.0047601635,15.65,"1",0.31,"N",2
"13050",23,92000,"MORTGAGE",7,"MEDICAL","C",18000,12.68,"0",0.2,"Y",2
"13051",24,92000,"MORTGAGE",7,"PERSONAL","B",15000,11.11,"0",0.16,"N",4
"13052",25,36960,"RENT",8,"DEBTCONSOLIDATION","D",12500,14.61,"1",0.34,"Y",4
"13053",22,13200,"RENT",0,"VENTURE","B",2500,9.91,"1",0.19,"N",4
"13054",22,14400,"RENT",2,"PERSONAL","E",2500,23.7178552586915,"1",0.17,"N",2
"13055",24,92000,"MORTGAGE",9,"PERSONAL","E",25854.1821662939,17.93,"0",0.27,"Y",2
"13056",26,14400,"RENT",2,"VENTURE","C",2500,13.47,"1",0.17,"Y",4
"13057",24,92000,"MORTGAGE",9,"DEBTCONSOLIDATION","B",22000,10.99,"0",0.24,"N",4
"13058",23,15600,"RENT",3,"EDUCATION","B",2500,10.65,"1",0.16,"N",2
"13059",24,92000,"OWN",4,"MEDICAL","B",7200,9.88,"0",0.08,"N",2
"13060",23,68000,"MORTGAGE",4,"MEDICAL","D",8000,15.33,"1",0.1,"N",3
"13061",23,92000,"MORTGAGE",7,"VENTURE","E",10000,16.7,"0",0.11,"Y",2
"13062",23,92000,"MORTGAGE",4,"EDUCATION","E",15600,16.35,"0",0.17,"Y",3
"13063",23,92000,"MORTGAGE",7,"PERSONAL","B",15000,11.26,"0",0.16,"N",2
"13064",23,92000,"MORTGAGE",7,"EDUCATION","C",7000,13.47,"0",0.08,"Y",4
"13065",25,92000,"MORTGAGE",9,"MEDICAL","B",13000,11.26,"0",0.14,"N",2
"13066",26,92000,"MORTGAGE",0,"DEBTCONSOLIDATION","B",5600,11.46,"0",0.06,"N",3
"13067",22,92000,"OTHER",2,"MEDICAL","C",6000,12.22,"0",0.07,"N",2
"13068",23,92000,"MORTGAGE",0,"EDUCATION","B",12950,9.96,"0",0.14,"N",2
"13069",25,17352,"RENT",0,"PERSONAL","B",2500,12.53,"0",0.14,"N",4
"13070",21,18000,"RENT",3,"EDUCATION","A",2500,7.88,"0",0.14,"N",2
"13071",26,80004,"MORTGAGE",7,"DEBTCONSOLIDATION","C",7500,15.23,"1",0.09,"Y",2
"13072",22,18204,"RENT",2,"DEBTCONSOLIDATION","B",2500,11.89,"0",0.14,"N",4
"13073",23,92004,"MORTGAGE",7,"VENTURE","B",17144.1169865981,11.12,"0",0.26,"N",4
"13074",22,18984,"RENT",6,"HOMEIMPROVEMENT","C",2500,14.22,"1",0.13,"Y",2
"13075",26,92004,"MORTGAGE",3,"MEDICAL","C",29660.879768174,14.72,"0",0.26,"N",4
"13076",25,80004,"MORTGAGE",8,"PERSONAL","A",6000,8,"1",0.07,"N",2
"13077",26,80040,"MORTGAGE",6,"PERSONAL","A",10000,20.0299655276577,"1",0.12,"N",2
"13078",25,20000,"RENT",2,"PERSONAL","D",2500,15.7,"1",0.13,"N",2
"13079",24,92259,"MORTGAGE",4,"HOMEIMPROVEMENT","A",6000,22.2353538194882,"0",0.07,"N",4
"13080",21,20000,"RENT",2,"PERSONAL","C",2500,13.79,"0",0.13,"Y",3
"13081",25,37560,"RENT",2,"DEBTCONSOLIDATION","F",12500,18.62,"1",0.33,"N",3
"13082",26,92400,"MORTGAGE",8,"MEDICAL","A",14500,7.88,"0",0.16,"N",4
"13083",24,80400,"MORTGAGE",8,"PERSONAL","C",10000,11.66,"1",0.12,"N",2
"13084",25,45000,"RENT",1,"MEDICAL","B",12500,10.37,"0",0.28,"N",3
"13085",22,92496,"MORTGAGE",2,"EDUCATION","A",10200,18.3470211456108,"0",0.11,"N",4
"13086",23,46000,"RENT",1,"EDUCATION","B",12500,11.11,"0",0.27,"N",2
"13087",26,46800,"RENT",0,"EDUCATION","B",12500,11.86,"0",0.27,"N",3
"13088",21,49000,"RENT",5,"VENTURE","A",12500,7.49,"0",0.26,"N",4
"13089",26,44000,"RENT",4,"HOMEIMPROVEMENT","G",12500,22.11,"1",0.28,"Y",2
"13090",23,92500,"MORTGAGE",5,"EDUCATION","A",2500,25.514321825169,"0",0.03,"N",2
"13091",22,50000,"RENT",4,"MEDICAL","A",12500,7.29,"0",0.25,"N",2
"13092",25,92700,"MORTGAGE",5,"VENTURE","C",1500,14.65,"0",0.02,"Y",2
"13093",22,92700,"MORTGAGE",1,"VENTURE","A",9250,7.9,"0",0.1,"N",3
"13094",24,50000,"RENT",0,"DEBTCONSOLIDATION","A",12500,7.88,"0",0.25,"N",3
"13095",26,92700,"MORTGAGE",6,"EDUCATION","B",1500,9.63,"0",0.02,"N",2
"13096",23,92700,"MORTGAGE",2,"VENTURE","B",29041.8145295522,10.99,"0",0.27,"N",4
"13097",24,34800,"OWN",8,"VENTURE","B",1700,10.38,"0",0.05,"N",2
"13098",22,34800,"OWN",4,"MEDICAL","C",7350,14.22,"0",0.21,"N",2
"13099",23,92700,"MORTGAGE",2,"EDUCATION","A",5000,8.94,"0",0.05,"N",4
"13100",26,92795,"MORTGAGE",10,"MEDICAL","B",19000,10.37,"0",0.2,"N",4
"13101",26,34656,"OWN",2,"PERSONAL","A",5500,7.51,"0",0.16,"N",2
"13102",25,93000,"MORTGAGE",9,"VENTURE","D",12000,16.77,"0",0.13,"Y",4
"13103",21,52000,"RENT",5,"MEDICAL","B",12500,22.283435078752,"0",0.24,"N",3
"13104",25,93000,"MORTGAGE",1,"VENTURE","A",12000,6.62,"0",0.13,"N",2
"13105",24,54996,"RENT",0,"MEDICAL","C",12500,12.87,"0",0.23,"N",2
"13106",23,93000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",2000,7.9,"0",0.02,"N",4
"13107",26,51000,"RENT",10,"DEBTCONSOLIDATION","E",12500,14.18,"1",0.25,"N",4
"13108",22,93000,"MORTGAGE",6,"MEDICAL","A",3600,7.9,"0",0.04,"N",3
"13109",26,93000,"MORTGAGE",0,"DEBTCONSOLIDATION","A",8000,6.99,"0",0.09,"N",2
"13110",26,93000,"MORTGAGE",10,"DEBTCONSOLIDATION","B",6000,10.99,"0",0.06,"N",3
"13111",25,93000,"MORTGAGE",3,"DEBTCONSOLIDATION","C",2000,15.23,"0",0.02,"N",4
"13112",24,34500,"OWN",8,"EDUCATION","B",2000,11.71,"0",0.06,"N",3
"13113",23,81000,"MORTGAGE",0,"DEBTCONSOLIDATION","B",16000,11.99,"1",0.2,"N",3
"13114",22,60000,"RENT",6,"PERSONAL","B",12500,10.59,"0",0.21,"N",4
"13115",24,60000,"RENT",4,"EDUCATION","B",12500,11.49,"0",0.21,"N",2
"13116",23,60000,"RENT",4,"PERSONAL","B",12500,10.25,"0",0.21,"N",3
"13117",25,60000,"RENT",4,"EDUCATION","B",12500,11.89,"0",0.21,"N",2
"13118",24,54000,"RENT",2,"VENTURE","E",12500,14.5,"1",0.23,"N",4
"13119",22,62000,"RENT",6,"MEDICAL","A",12500,7.29,"0",0.2,"N",2
"13120",22,63000,"RENT",2,"EDUCATION","B",12500,10.25,"0",0.2,"N",3
"13121",26,93000,"MORTGAGE",4,"PERSONAL","C",5600,21.8943883242788,"0",0.06,"Y",4
"13122",22,65000,"RENT",1,"EDUCATION","A",12500,6.91,"0",0.19,"N",2
"13123",26,93000,"MORTGAGE",8,"MEDICAL","A",17500,7.51,"0",0.19,"N",4
"13124",23,65000,"RENT",0,"EDUCATION","B",12500,11.48,"0",0.19,"N",4
"13125",23,93000,"OWN",7,"VENTURE","C",31092.0376102679,12.73,"0",0.27,"N",3
"13126",25,93000,"MORTGAGE",5,"MEDICAL","A",12000,7.88,"0",0.13,"N",4
"13127",23,93000,"OWN",7,"VENTURE","B",10000,9.88,"0",0.11,"N",3
"13128",21,93000,"MORTGAGE",4,"EDUCATION","C",9800,12.73,"0",0.11,"N",3
"13129",24,70000,"RENT",3,"HOMEIMPROVEMENT","A",12500,7.88,"0",0.18,"N",3
"13130",25,80400,"RENT",2,"VENTURE","A",12500,9.38,"0",0.16,"N",2
"13131",23,84000,"RENT",0,"DEBTCONSOLIDATION","A",12500,6.54,"0",0.15,"N",4
"13132",24,73000,"RENT",6,"DEBTCONSOLIDATION","D",12500,6,"1",0.17,"N",2
"13133",26,95000,"RENT",3,"MEDICAL","C",12500,12.61,"0",0.13,"N",2
"13134",24,93000,"MORTGAGE",3,"VENTURE","C",18000,11.78,"0",0.19,"Y",3
"13135",23,93000,"MORTGAGE",5,"VENTURE","A",3000,7.12,"0",0.03,"N",3
"13136",22,93000,"MORTGAGE",6,"VENTURE","B",7500,20.7814792451554,"0",0.08,"N",4
"13137",25,93080,"MORTGAGE",3,"DEBTCONSOLIDATION","C",8450,13.49,"0",0.09,"Y",2
